num,accumTime
1271,45718.60
102,3188.28
209,7667.60
2531,98564.89
2237,64182.00
3661,113467.36
1366,37952.26
2968,92828.95
1182,37779.62
1282,23876.49
1063,33753.69
2157,53054.85
2476,72483.34
2393,82648.36
632,33257.32
3084,96952.38
2544,67189.08
2988,79800.74
2720,84852.18
1074,39212.96
4393,103700.01
9504,364706.39
3512,109337.17
9264,329076.99
164,9330.59
1958,63157.44
3637,100363.32
2723,81526.77
12000,416086.60
5223,141760.28
4205,144964.56
5043,157126.94
1846,61710.04
2990,96216.77
2378,105353.67
1424,63256.38
2876,96676.96
0,0.00
1672,43494.60
3956,108083.56
2160,73985.84
3754,133448.34
1879,46965.83
7488,198339.62
1471,64125.22
3056,99694.82
5880,200893.19
22859,762441.02
6306,207035.58
4522,110398.71
3773,226398.84
8690,321080.18
2114,104122.55
2461,86387.11
1004,33851.63
2971,95252.33
820,23358.63
1936,63728.34
1016,37538.11
779,26373.92
1177,29791.71
2071,57165.76
1292,34082.15
93,2463.50
383,14074.92
603,21829.22
2607,86826.26
3708,86627.17
10319,392981.46
1497,59752.92
745,31946.94
4524,159643.48
8249,270433.53
5788,122358.60
11001,369772.13
1133,35087.33
1820,53921.85
2160,42108.41
8945,310311.81
970,28407.98
2482,59893.20
1448,49132.81
3767,118716.15
1040,34146.28
9447,247765.23
7644,235661.34
45,1503.57
787,37986.15
3378,147730.17
2168,74731.51
1962,61824.72
1842,61227.11
8672,306082.14
7852,318891.61
4329,105631.44
12088,411386.30
1368,50164.34
2768,82638.34
1733,54304.27
1787,61578.89
135,3559.29
4249,146780.85
2781,90092.43
1593,54246.02
1931,72163.38
3991,137022.27
655,25162.92
2129,76058.27
320,11164.75
10207,382051.16
704,33862.48
1050,36174.49
1783,58044.91
1743,51071.73
5258,165080.83
2387,66777.24
2112,79089.00
6983,262243.95
841,28658.17
2016,61089.70
4048,151910.10
25,905.15
40,1688.59
48,2324.83
2475,89946.30
3092,99618.14
2296,73477.85
1141,46758.71
4721,180746.97
946,27251.81
1792,80212.93
3234,120699.92
4206,127827.73
3401,106654.67
7807,204523.90
2397,89143.91
777,25347.39
1483,45151.10
2698,83521.62
2979,68309.36
698,42806.70
270,8273.66
101,4543.37
395,16112.10
12534,427138.41
9343,281224.83
23858,752011.71
2761,93565.41
949,18384.16
3909,150646.96
2352,76054.96
3503,105980.45
1331,46597.27
1776,44829.11
2456,120904.82
1804,47596.60
2441,129843.84
1090,56930.93
1979,72613.49
575,17466.85
2134,57625.92
2054,69348.46
5106,153678.26
635,29951.93
6142,198112.12
1156,39376.41
1037,37430.61
3012,80662.64
2646,79405.12
917,39008.84
536,19481.00
6979,205268.99
4583,148434.61
988,30672.81
358,13669.04
4154,133344.19
1853,62153.00
5246,195390.31
1493,48251.65
1368,41411.85
1719,58312.75
726,27387.84
2045,66484.23
993,37974.27
919,26178.05
980,37167.05
5830,182216.45
5155,165383.26
2676,81020.98
2150,70774.71
4680,187680.60
593,20233.79
722,26599.04
2825,103487.85
1288,38073.70
2363,73684.73
874,31435.72
3802,137426.81
1081,37826.31
9,253.31
5,318.82
20,615.55
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
25,700.23
5,65.70
20,525.27
41,842.64
12,875.99
0,0.00
69,4321.16
5,233.83
32,5062.18
1,16.20
4,61.60
0,0.00
0,0.00
0,0.00
0,0.00
93,2855.53
9,182.56
2,21.22
0,0.00
0,0.00
4,295.33
57,3102.25
16,1201.57
8,315.53
0,0.00
0,0.00
6,172.87
0,0.00
0,0.00
13,637.19
13,709.83
1,7.15
0,0.00
0,0.00
22,733.49
27,969.67
0,0.00
4,156.50
0,0.00
15,768.47
10,425.85
151,4222.58
47,1071.78
187,6740.73
0,0.00
62,2800.24
29,1072.55
2,124.52
5,81.13
54,2439.00
83,3229.40
48,1644.65
56,1912.57
14,654.30
0,0.00
3,51.88
0,0.00
82,2300.18
16,759.90
10,826.82
0,0.00
0,0.00
4,268.66
5,237.38
4,205.81
25,728.23
9,458.76
0,0.00
8,169.74
11,487.75
0,0.00
87,2609.51
162,5880.56
13,789.38
21,713.52
0,0.00
21,629.54
1,27.52
0,0.00
30,703.18
9,445.88
24,1196.90
63,1776.75
29,958.95
0,0.00
19,508.05
62,2105.78
40,1287.80
41,835.57
4,90.60
1,20.44
0,0.00
0,0.00
5,410.12
0,0.00
15,424.82
10,627.13
41,2216.30
10,364.43
0,0.00
5,650.58
1,20.39
25,1524.06
5,57.67
0,0.00
17,731.64
3,32.69
0,0.00
7,152.86
0,0.00
0,0.00
0,0.00
3,197.19
34,1669.28
44,1672.73
21,797.40
0,0.00
0,0.00
1,58.89
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
4,186.51
1,10.92
2,25.19
0,0.00
65,2906.21
0,0.00
0,0.00
0,0.00
279,11456.21
2,181.21
0,0.00
87,2936.62
6,447.69
154,5332.02
0,0.00
1,53.29
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,24.45
0,0.00
3,212.89
0,0.00
0,0.00
27,1118.16
15,301.37
15,795.53
0,0.00
1,40.12
16,611.14
2,141.99
0,0.00
1,91.14
23,599.54
10,612.65
0,0.00
44,1726.23
0,0.00
0,0.00
30,1017.42
11,476.67
84,3572.05
198,7248.33
0,0.00
4,508.33
18,653.63
9,395.36
9,257.06
18,426.46
71,2926.49
3,195.46
17,454.82
3,313.91
0,0.00
0,0.00
0,0.00
0,0.00
4,105.13
94,2800.12
158,5419.93
0,0.00
0,0.00
32,791.39
17,555.79
1,62.14
5,160.32
17,459.69
9,187.60
0,0.00
0,0.00
8,107.79
2,61.04
0,0.00
0,0.00
9,728.60
1,170.80
41,1276.11
0,0.00
15,592.62
8,305.04
0,0.00
0,0.00
26,1193.40
7,202.54
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
23,1246.51
0,0.00
0,0.00
16,827.64
0,0.00
1,18.67
10,193.35
252,7506.40
92,2760.29
277,10085.84
291,9789.81
76,1834.54
534,14955.67
95,3282.32
63,2058.81
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
26,1932.25
0,0.00
6,252.59
23,577.63
9,374.95
15,733.53
30,914.07
0,0.00
1,11.60
15,238.62
36,4540.51
11,333.37
0,0.00
15,509.82
69,4184.22
0,0.00
55,1539.09
86,2056.34
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
26,509.52
6,186.82
219,5633.32
238,5988.84
7,126.21
14,452.66
47,1570.34
38,1146.26
8,695.84
65,2403.85
0,0.00
0,0.00
44,2413.61
209,8107.44
15,869.98
0,0.00
6,147.70
0,0.00
0,0.00
0,0.00
0,0.00
67,2379.69
224,6929.10
314,13058.65
322,12417.94
0,0.00
0,0.00
13,404.24
0,0.00
26,967.95
6,410.14
156,4277.21
309,9291.31
288,7120.11
282,8330.99
62,2177.76
3,136.84
0,0.00
0,0.00
0,0.00
6,444.90
0,0.00
0,0.00
9,248.61
65,2155.32
0,0.00
70,2371.63
9,140.55
3,260.58
0,0.00
3,76.51
0,0.00
18,924.89
5,295.73
19,763.03
5,290.90
0,0.00
13,229.81
30,1293.88
21,902.14
0,0.00
0,0.00
37,2470.78
0,0.00
0,0.00
0,0.00
0,0.00
9,606.48
0,0.00
31,1297.15
45,1156.67
0,0.00
24,689.08
24,1159.08
22,911.24
7,329.72
0,0.00
160,5755.23
0,0.00
40,1847.65
174,6703.92
3,128.24
4,70.30
0,0.00
0,0.00
0,0.00
38,1160.83
14,462.35
0,0.00
3,114.04
6,116.60
7,412.36
1,125.75
6,90.00
2,40.92
0,0.00
0,0.00
0,0.00
2,29.54
0,0.00
63,2364.58
20,672.40
1,70.09
21,393.20
5,116.73
66,2542.88
19,317.30
7,191.09
0,0.00
0,0.00
3,109.34
6,142.90
3,149.88
6,145.19
0,0.00
22,891.31
12,473.29
88,3198.31
51,1485.02
0,0.00
2,39.71
8,271.01
38,1065.33
61,1462.89
0,0.00
0,0.00
0,0.00
2,117.21
6,182.45
29,1107.11
67,3074.44
30,2278.85
26,715.99
72,2118.56
131,5609.86
39,1690.83
161,5449.81
17,413.06
1,22.80
4,125.36
0,0.00
48,2494.52
268,9624.38
16,819.59
0,0.00
3,133.16
27,1639.84
3,128.21
188,6034.74
271,7844.83
123,5972.71
118,6407.69
26,657.50
33,886.80
6,219.47
0,0.00
0,0.00
69,3700.14
23,726.06
40,1104.05
29,1224.36
0,0.00
2,40.86
6,151.64
24,563.48
4,182.16
1,34.94
21,1642.85
6,115.57
0,0.00
9,283.03
10,339.25
50,2626.78
27,675.71
11,386.42
0,0.00
10,345.70
0,0.00
227,7165.66
178,5425.59
41,1581.12
64,2889.00
0,0.00
43,1415.01
16,594.50
21,1349.47
0,0.00
0,0.00
13,299.11
40,1522.94
147,4093.82
11,426.99
4,290.58
9,315.75
12,509.07
70,3656.91
30,676.62
61,2205.78
110,4977.86
180,6911.72
42,1495.19
56,2043.44
72,2060.95
3,158.48
37,1450.01
0,0.00
23,892.36
0,0.00
0,0.00
0,0.00
23,944.58
3,173.48
0,0.00
8,477.69
25,921.33
31,1313.87
7,438.92
0,0.00
0,0.00
1,21.20
3,167.79
0,0.00
19,379.30
10,209.08
0,0.00
156,6215.64
57,2352.75
142,6363.47
1,101.94
20,559.17
0,0.00
2,279.64
4,203.10
0,0.00
65,1837.95
52,987.71
2,160.79
4,140.25
5,180.25
14,515.70
48,1640.89
7,301.46
6,245.65
28,1442.64
6,197.35
1,18.09
0,0.00
1,38.89
0,0.00
0,0.00
2,23.69
30,855.43
21,454.07
108,3848.13
102,3622.91
3,195.46
16,513.10
0,0.00
58,5359.76
40,1472.86
82,2613.77
0,0.00
0,0.00
51,1877.02
18,488.78
8,489.11
0,0.00
0,0.00
112,3182.00
13,439.71
0,0.00
47,2456.72
1,63.39
0,0.00
0,0.00
11,329.49
21,617.62
2,116.71
14,663.18
17,1063.44
2,110.36
3,44.71
0,0.00
17,766.95
0,0.00
0,0.00
0,0.00
10,419.37
0,0.00
66,3544.35
40,945.65
14,711.45
0,0.00
0,0.00
0,0.00
81,2608.19
68,3985.77
0,0.00
24,570.21
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
6,199.07
35,1440.18
4,229.28
7,167.26
52,2511.22
116,4806.37
15,630.27
8,207.28
32,1312.12
7,189.56
0,0.00
2,22.62
38,2228.96
2,29.81
0,0.00
0,0.00
0,0.00
5,113.38
0,0.00
0,0.00
0,0.00
1,42.34
96,3066.25
16,832.00
28,548.91
38,1545.24
6,211.37
17,532.98
0,0.00
0,0.00
0,0.00
16,265.04
4,146.81
10,398.95
2,20.06
0,0.00
0,0.00
160,4431.52
0,0.00
0,0.00
35,1553.63
0,0.00
0,0.00
12,264.62
11,296.62
0,0.00
42,1731.69
11,655.37
22,696.16
0,0.00
0,0.00
2,83.51
11,368.15
22,1012.39
0,0.00
13,501.51
53,2049.13
50,1540.12
64,2128.58
45,1427.60
86,2876.82
0,0.00
12,678.47
20,721.00
0,0.00
0,0.00
7,125.01
0,0.00
0,0.00
0,0.00
0,0.00
9,354.96
283,11450.79
253,7573.45
0,0.00
1,34.85
49,2129.93
36,1543.15
1,13.34
0,0.00
28,1085.76
6,153.15
156,6455.82
74,2358.61
99,4573.90
93,3478.94
0,0.00
37,1537.27
45,1389.33
6,145.49
49,1655.95
70,3142.88
12,575.36
6,165.54
0,0.00
13,362.14
85,3459.28
83,4037.40
28,1510.38
11,293.72
49,1506.66
73,2339.10
0,0.00
0,0.00
0,0.00
4,107.11
5,251.52
0,0.00
58,2098.58
14,298.68
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
10,236.20
10,503.02
0,0.00
1,36.79
17,408.27
9,215.20
0,0.00
0,0.00
56,2869.82
40,1069.65
57,2217.47
12,346.96
0,0.00
0,0.00
159,5927.75
211,6233.41
9,203.98
78,3999.40
47,2216.22
17,389.62
16,443.64
3,92.33
41,1949.77
5,58.00
9,581.13
0,0.00
0,0.00
0,0.00
8,194.86
15,518.37
7,445.67
0,0.00
0,0.00
0,0.00
0,0.00
26,1370.89
0,0.00
0,0.00
4,174.73
0,0.00
0,0.00
5,191.35
0,0.00
0,0.00
3,216.78
0,0.00
1,4.37
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
2,30.69
0,0.00
2,210.34
0,0.00
1,79.82
0,0.00
0,0.00
2,171.81
0,0.00
208,6977.56
2,101.57
16,1010.00
1,40.17
13,1359.77
0,0.00
1084,39868.93
286,9497.44
33,1517.03
0,0.00
27,858.17
41,1967.74
16,584.55
13,570.76
12,704.64
0,0.00
1,74.07
12,730.89
15,257.83
4,144.75
22,1187.72
16,597.75
27,892.31
31,1846.10
0,0.00
4,418.83
0,0.00
0,0.00
0,0.00
12,433.01
64,1914.02
23,615.96
2,44.34
8,437.63
10,334.83
41,1589.47
0,0.00
0,0.00
0,0.00
0,0.00
1,65.42
1,4.92
1,8.50
0,0.00
6,486.19
0,0.00
0,0.00
12,354.87
0,0.00
111,4651.91
101,2697.12
296,7210.29
427,10620.99
3,46.29
0,0.00
0,0.00
12,312.06
8,267.76
0,0.00
66,2856.77
0,0.00
0,0.00
26,829.95
70,2573.62
0,0.00
9,398.50
146,3669.03
161,3109.47
9,136.68
64,1367.80
5,122.07
0,0.00
246,6981.89
69,1852.93
3,50.03
0,0.00
0,0.00
91,2498.21
436,10842.35
239,7512.06
0,0.00
7,928.59
0,0.00
0,0.00
42,1360.76
35,648.89
0,0.00
0,0.00
10,119.35
12,214.37
16,494.45
1,17.97
8,294.48
19,391.53
36,1301.74
46,1801.14
25,932.67
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,17.39
0,0.00
0,0.00
0,0.00
2,33.52
0,0.00
0,0.00
2,27.02
3,165.31
0,0.00
19,817.73
13,498.09
0,0.00
0,0.00
2,74.59
0,0.00
0,0.00
3,53.73
13,917.59
183,7097.38
374,14585.76
42,1051.84
3,104.53
1,193.17
0,0.00
18,606.48
30,1514.30
42,1568.04
7,166.64
41,1241.51
24,821.53
79,2302.05
6,272.19
61,1989.84
74,2759.43
0,0.00
19,513.18
39,1203.37
33,772.25
0,0.00
11,337.62
22,540.31
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
36,960.24
5,155.82
145,3485.58
77,2026.05
119,2424.06
193,6288.67
40,1869.62
63,1821.10
16,739.30
41,1604.87
15,259.15
45,2339.42
0,0.00
8,557.09
0,0.00
0,0.00
0,0.00
0,0.00
5,399.27
0,0.00
0,0.00
46,1490.62
227,8233.44
29,909.65
261,8580.70
34,935.45
13,409.39
0,0.00
3,556.79
17,717.06
25,1038.40
10,294.28
11,688.70
13,799.73
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,80.55
16,924.72
0,0.00
0,0.00
3,126.96
11,518.70
103,3046.65
101,2464.88
11,635.15
0,0.00
175,6619.53
165,5769.85
145,6235.88
26,835.89
1,80.54
3,100.39
0,0.00
9,197.58
0,0.00
4,195.88
0,0.00
0,0.00
81,2827.29
68,2324.11
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,18.15
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
8,354.54
0,0.00
0,0.00
11,717.79
0,0.00
90,3329.90
15,694.53
0,0.00
3,95.86
0,0.00
7,374.61
5,321.47
7,326.04
0,0.00
3,74.39
0,0.00
31,1146.77
126,4290.80
0,0.00
1,130.95
11,323.67
9,203.40
10,522.93
96,3264.97
132,5560.34
12,256.94
0,0.00
13,478.54
26,991.25
32,860.32
6,540.82
0,0.00
351,15423.58
226,8113.96
1,6.37
0,0.00
13,470.16
0,0.00
58,2544.79
40,1269.67
2,22.96
0,0.00
14,390.88
75,2361.59
47,1448.51
20,513.50
0,0.00
13,417.74
11,616.24
0,0.00
0,0.00
0,0.00
0,0.00
9,190.86
0,0.00
127,3537.61
12,412.12
133,4509.19
56,2037.31
15,598.77
19,865.66
20,595.75
0,0.00
10,454.52
0,0.00
0,0.00
19,629.26
0,0.00
17,505.39
1,14.02
3,89.84
0,0.00
5,251.72
7,180.97
0,0.00
1,9.05
0,0.00
81,2795.07
19,720.60
6,82.94
9,214.90
4,62.76
14,639.85
23,966.21
0,0.00
18,604.31
0,0.00
15,391.97
95,4371.45
2,28.94
78,3193.03
77,2767.74
59,2686.69
35,1328.50
21,970.97
0,0.00
17,447.39
8,129.26
22,683.42
36,976.47
62,1892.86
101,3368.94
85,2179.74
67,1753.88
43,776.68
0,0.00
0,0.00
69,1780.54
77,2812.81
18,489.21
8,146.09
0,0.00
11,185.74
4,60.58
9,240.31
0,0.00
0,0.00
0,0.00
10,321.32
2,56.91
0,0.00
0,0.00
0,0.00
0,0.00
14,629.25
12,471.19
1726,57420.03
542,17091.51
1023,33087.07
78,3050.79
1,54.14
0,0.00
1,111.00
4,81.70
34,567.07
42,2065.47
79,1961.34
147,4118.87
124,3403.09
194,5157.48
158,3877.02
216,5943.23
0,0.00
4,182.73
0,0.00
0,0.00
0,0.00
0,0.00
32,1874.32
40,1540.77
72,1642.71
0,0.00
0,0.00
0,0.00
2,52.37
0,0.00
0,0.00
1,12.40
0,0.00
0,0.00
5,280.13
13,772.26
33,731.35
24,821.23
7,204.12
9,129.11
0,0.00
0,0.00
0,0.00
1,63.75
2,173.71
3,130.23
12,528.87
100,4641.26
135,3893.19
18,690.61
16,700.94
6,288.22
6,288.80
0,0.00
9,155.71
66,2849.45
68,2989.98
0,0.00
26,971.10
168,5473.16
69,3264.90
0,0.00
5,227.08
30,1633.83
2,87.82
7,332.26
0,0.00
12,402.06
109,4993.65
24,908.93
60,3520.50
0,0.00
19,778.46
2,130.67
8,352.93
0,0.00
31,935.46
0,0.00
14,258.66
6,372.17
11,256.52
0,0.00
8,195.63
25,915.68
12,522.09
1,95.25
2,105.47
22,958.65
15,638.40
0,0.00
0,0.00
0,0.00
4,260.43
0,0.00
0,0.00
93,4302.71
227,7944.03
34,912.58
153,3898.69
0,0.00
3,34.31
21,718.02
17,574.99
31,797.51
1,21.67
33,1103.23
16,785.87
3,74.21
0,0.00
18,882.66
81,2416.89
7,244.49
334,12715.73
33,809.73
143,5293.40
1,6.50
0,0.00
4,210.53
0,0.00
40,1619.80
0,0.00
38,1521.74
70,2792.50
6,55.89
42,1471.77
12,341.72
14,465.93
0,0.00
0,0.00
0,0.00
26,559.39
45,968.85
34,2678.31
0,0.00
0,0.00
11,830.07
0,0.00
0,0.00
0,0.00
4,71.80
35,1578.42
0,0.00
1,70.05
0,0.00
2,87.97
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,21.85
0,0.00
0,0.00
0,0.00
0,0.00
3,393.51
0,0.00
2,105.44
0,0.00
0,0.00
0,0.00
1,67.15
6,243.07
5,131.92
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
7,277.19
0,0.00
0,0.00
0,0.00
32,2902.43
0,0.00
21,1877.97
5,266.28
3,122.56
0,0.00
0,0.00
0,0.00
0,0.00
77,1989.93
65,2306.70
49,2399.05
23,881.68
54,936.60
37,1001.56
0,0.00
58,1893.38
4,249.25
50,2048.23
34,1366.26
1,51.00
0,0.00
0,0.00
0,0.00
2,28.66
4,111.08
6,188.02
14,1261.54
0,0.00
0,0.00
7,192.14
0,0.00
0,0.00
7,234.09
0,0.00
0,0.00
2,119.16
1,14.92
0,0.00
33,1223.25
4,152.08
0,0.00
0,0.00
0,0.00
37,1541.29
10,531.75
0,0.00
0,0.00
14,634.35
0,0.00
0,0.00
3,143.14
0,0.00
4,315.28
0,0.00
0,0.00
0,0.00
1,181.35
0,0.00
10,216.03
0,0.00
0,0.00
19,1267.58
0,0.00
29,880.65
93,2624.36
28,1186.58
81,2733.78
113,2874.87
78,2246.76
0,0.00
0,0.00
5,247.12
0,0.00
4,173.81
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
41,1004.57
0,0.00
3,58.86
12,295.14
174,5729.52
113,4134.43
0,0.00
3,89.34
5,156.43
0,0.00
22,1262.00
20,730.65
6,122.74
0,0.00
11,331.47
65,2480.80
144,5662.07
2,94.47
4,225.08
0,0.00
0,0.00
1,132.77
2,96.61
0,0.00
25,1390.65
36,2160.28
3,87.83
0,0.00
0,0.00
2,92.67
5,233.18
2,36.44
358,12697.38
44,959.48
0,0.00
2,37.01
0,0.00
58,2002.64
102,4352.56
23,1005.79
1,45.62
40,1032.22
16,489.62
81,3073.44
55,2515.15
67,3251.72
74,2260.47
14,313.10
52,1391.53
2,39.47
0,0.00
75,2345.72
236,7733.67
0,0.00
0,0.00
32,1145.81
36,1583.84
0,0.00
1,52.14
0,0.00
0,0.00
69,2202.45
6,45.60
2,154.56
1,104.34
35,1315.22
36,1184.26
24,946.58
22,938.82
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
37,861.29
24,790.90
18,638.04
0,0.00
17,592.06
47,1465.31
0,0.00
0,0.00
0,0.00
3,124.54
40,1305.40
41,1798.60
0,0.00
0,0.00
8,233.58
3,68.31
230,7975.81
40,1093.87
0,0.00
0,0.00
153,4597.75
95,4212.65
44,2810.21
68,1962.14
8,166.84
0,0.00
180,5357.95
340,12275.33
152,5647.66
0,0.00
1,149.09
0,0.00
12,375.31
